MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
20,FV,7321,Inside,1Fam,5,1999,2000,CemntBd,0.0,1339.0,0,2,3,1,0,625.0,0,Normal,180921.19589041095
60,FV,8010,Inside,1Fam,5,2003,2004,CemntBd,0.0,1054.0,976,2,3,1,2,552.0,0,Normal,180921.19589041095
60,FV,8413,Inside,1Fam,5,1998,1998,VinylSd,0.0,1220.0,1142,2,3,1,2,1105.0,0,Normal,180921.19589041095
120,RL,9466,FR2,TwnhsE,5,1994,1995,BrkFace,1037.0,1494.0,0,1,1,1,1,478.0,0,Normal,180921.19589041095
20,RL,12000,Inside,1Fam,6,1980,1980,VinylSd,0.0,2002.0,0,2,3,1,1,546.0,0,Normal,180921.19589041095
20,RL,17778,Inside,1Fam,5,1981,1981,BrkFace,829.0,2461.0,0,2,2,1,2,676.0,0,Normal,180921.19589041095
20,RL,11700,Inside,1Fam,6,1968,1968,MetalSd,0.0,912.0,0,1,3,1,0,412.0,0,Normal,180921.19589041095
60,RL,8000,Inside,1Fam,6,1970,1970,VinylSd,0.0,1008.0,1008,2,4,1,1,570.0,0,Normal,180921.19589041095
85,RL,8723,Inside,1Fam,6,1969,1969,HdBoard,0.0,973.0,0,1,3,1,0,480.0,0,Normal,180921.19589041095
20,RL,11700,Corner,1Fam,5,1968,1968,HdBoard,0.0,1295.0,0,1,3,1,0,528.0,0,Normal,180921.19589041095
20,RL,11358,Corner,1Fam,7,1972,1987,Wd Sdng,0.0,1124.0,0,2,3,1,1,515.0,0,Normal,180921.19589041095
20,RL,9547,Inside,1Fam,6,1993,1993,VinylSd,0.0,1594.0,0,2,2,1,1,472.0,0,Normal,180921.19589041095
60,RL,10530,Inside,1Fam,6,1993,1993,MetalSd,0.0,1148.0,984,2,3,1,1,473.0,0,Normal,180921.19589041095
20,RL,10738,Corner,1Fam,7,1966,1966,HdBoard,0.0,1093.0,0,2,3,1,1,484.0,0,Normal,180921.19589041095
20,RL,10800,Inside,1Fam,5,1963,1963,HdBoard,264.0,1052.0,0,1,3,1,0,311.0,0,Normal,180921.19589041095
20,RL,8050,Inside,1Fam,6,1967,1993,MetalSd,38.0,949.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
90,RL,10899,Inside,Duplex,5,1964,1964,HdBoard,0.0,0.0,0,2,2,2,0,530.0,0,Normal,180921.19589041095
20,RL,7450,Inside,1Fam,5,1956,1956,Wd Sdng,206.0,894.0,0,1,2,1,1,396.0,0,Normal,180921.19589041095
20,RL,14357,CulDSac,1Fam,5,1961,1961,Wd Sdng,167.0,864.0,0,1,2,1,1,440.0,0,Normal,180921.19589041095
20,RL,8243,CulDSac,1Fam,7,1961,1961,VinylSd,0.0,964.0,0,1,3,1,1,784.0,0,Normal,180921.19589041095
20,RL,8680,Inside,1Fam,7,1960,1960,CemntBd,0.0,894.0,0,1,3,1,0,312.0,0,Normal,180921.19589041095
20,RL,8800,Inside,1Fam,6,1966,1966,HdBoard,0.0,1174.0,0,2,3,1,1,440.0,0,Normal,180921.19589041095
80,RL,9200,Inside,1Fam,5,1965,1965,HdBoard,0.0,1042.0,0,2,3,1,0,440.0,0,Normal,180921.19589041095
60,RL,8800,Inside,1Fam,7,1964,1997,MetalSd,0.0,845.0,1309,2,5,1,1,539.0,0,Normal,180921.19589041095
20,RL,11382,Inside,1Fam,5,1964,1964,Wd Sdng,543.0,1130.0,0,1,3,1,1,286.0,0,Normal,180921.19589041095
20,RL,22002,Corner,1Fam,7,1959,1991,MetalSd,0.0,1592.0,0,1,3,1,1,510.0,0,Normal,180921.19589041095
45,RL,12172,Inside,1Fam,7,1940,1996,Wd Sdng,259.0,822.0,0,1,2,1,0,512.0,0,Normal,180921.19589041095
20,RL,5000,Inside,1Fam,3,1946,1950,WdShing,0.0,666.0,0,1,2,1,0,0.0,0,Normal,180921.19589041095
50,RL,3500,Inside,1Fam,5,1945,1950,MetalSd,0.0,370.0,228,1,2,1,0,0.0,0,Normal,180921.19589041095
20,RL,5175,Inside,1Fam,8,1958,2000,VinylSd,404.0,808.0,0,1,2,1,0,308.0,0,Normal,180921.19589041095
20,RL,9600,Inside,1Fam,6,1955,1955,HdBoard,0.0,1078.0,0,1,2,1,0,288.0,0,Normal,180921.19589041095
90,RL,8668,Corner,Duplex,5,1968,1968,MetalSd,0.0,1560.0,0,2,4,2,0,792.0,0,Normal,180921.19589041095
85,RL,10050,Inside,1Fam,6,1966,1966,HdBoard,0.0,793.0,0,2,3,1,1,432.0,0,Normal,180921.19589041095
80,RL,9600,Inside,1Fam,5,1961,1961,WdShing,0.0,1218.0,0,1,3,1,1,525.0,0,Normal,180921.19589041095
20,RL,8760,Inside,1Fam,7,1957,1999,VinylSd,0.0,936.0,0,1,2,1,0,315.0,0,Normal,180921.19589041095
20,RL,6860,Inside,1Fam,6,1956,1956,Wd Sdng,0.0,1008.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
20,RL,8250,Corner,1Fam,7,1963,1963,MetalSd,0.0,1053.0,0,1,3,1,0,692.0,0,Normal,180921.19589041095
20,RL,9100,Inside,1Fam,5,1960,1960,HdBoard,0.0,1144.0,0,1,3,1,1,336.0,0,Normal,180921.19589041095
20,RL,9736,Inside,1Fam,6,1957,1969,Wd Sdng,138.0,1331.0,0,1,4,1,3,464.0,0,Normal,180921.19589041095
20,RL,9770,Inside,1Fam,5,1957,1957,Wd Sdng,0.0,922.0,0,1,2,1,0,308.0,0,Normal,180921.19589041095
20,RL,12198,Inside,1Fam,6,1955,1975,VinylSd,0.0,1204.0,0,1,3,1,1,310.0,0,Normal,180921.19589041095
20,RL,10050,Inside,1Fam,5,1955,1955,MetalSd,0.0,1216.0,0,1,3,1,0,336.0,0,Normal,180921.19589041095
20,RL,11556,Inside,1Fam,9,1953,2006,VinylSd,0.0,864.0,0,1,3,1,0,336.0,0,Normal,180921.19589041095
90,RL,8078,Inside,Duplex,5,1958,1958,Wd Sdng,0.0,1560.0,0,2,4,2,0,484.0,0,Normal,180921.19589041095
20,RL,10950,Inside,1Fam,6,1952,1952,Wd Sdng,0.0,948.0,0,1,2,1,0,410.0,0,Normal,180921.19589041095
20,RL,7942,Inside,1Fam,7,1953,1953,Wd Sdng,955.0,1040.0,0,1,3,1,0,293.0,0,Normal,180921.19589041095
20,RL,8540,Corner,1Fam,8,1956,2003,VinylSd,691.0,925.0,0,1,3,1,0,252.0,0,Normal,180921.19589041095
50,RL,7150,Inside,1Fam,4,1955,1955,MetalSd,0.0,1190.0,500,1,4,1,0,352.0,0,Normal,180921.19589041095
20,RL,8400,Corner,1Fam,5,1955,1955,MetalSd,0.0,923.0,0,1,3,1,2,390.0,0,Normal,180921.19589041095
20,RL,9532,Inside,1Fam,6,1953,1953,VinylSd,354.0,1105.0,0,1,3,1,1,280.0,368,Normal,180921.19589041095
20,RL,15783,Inside,1Fam,5,1952,1952,Wd Sdng,0.0,924.0,0,1,2,1,0,420.0,0,Normal,180921.19589041095
50,RL,14190,Inside,1Fam,7,1890,2006,VinylSd,0.0,925.0,544,2,3,1,0,0.0,0,Normal,180921.19589041095
50,RL,12099,Inside,1Fam,6,1953,2004,MetalSd,0.0,1216.0,0,1,3,1,1,371.0,0,Normal,180921.19589041095
70,RL,21281,Inside,1Fam,4,1935,2007,Wd Sdng,0.0,666.0,1778,3,4,1,0,1200.0,0,Family,180921.19589041095
50,RL,10284,Corner,1Fam,7,1925,1993,MetalSd,66.0,1151.0,436,2,1,1,0,580.0,0,Abnorml,180921.19589041095
70,RL,10800,Inside,1Fam,9,1895,1999,Wd Sdng,0.0,736.0,783,1,3,1,0,0.0,0,Normal,180921.19589041095
80,RL,10090,Inside,1Fam,5,1963,1999,Plywood,483.0,725.0,616,2,4,1,2,276.0,0,Normal,180921.19589041095
20,RL,8700,Inside,1Fam,7,1961,1961,HdBoard,0.0,920.0,0,1,3,1,0,240.0,0,Abnorml,180921.19589041095
20,RL,8300,Inside,1Fam,6,1968,1968,Wd Sdng,0.0,952.0,0,1,3,1,0,288.0,0,Normal,180921.19589041095
20,RL,7200,Inside,1Fam,3,1950,1950,WdShing,0.0,864.0,0,1,3,1,1,357.0,0,Normal,180921.19589041095
20,RL,7500,Inside,1Fam,7,1959,2003,BrkFace,0.0,1040.0,0,1,3,1,0,286.0,0,Normal,180921.19589041095
20,RL,7315,Inside,1Fam,6,1958,1958,BrkFace,0.0,1170.0,0,1,3,1,1,338.0,0,Normal,180921.19589041095
20,RL,7903,Inside,1Fam,5,1960,1960,BrkFace,0.0,1242.0,0,1,3,1,0,324.0,0,Family,180921.19589041095
20,RL,8000,Inside,1Fam,5,1960,1960,BrkFace,154.0,1377.0,0,1,3,1,2,351.0,0,Normal,180921.19589041095
20,RL,7000,Corner,1Fam,6,1961,1961,BrkFace,0.0,0.0,0,1,3,1,0,300.0,0,Normal,180921.19589041095
20,RL,6600,Inside,1Fam,5,1962,1962,Wd Sdng,442.0,864.0,0,1,2,1,0,294.0,0,Normal,180921.19589041095
85,RL,6760,Inside,1Fam,5,1962,1962,HdBoard,0.0,896.0,0,1,3,1,1,288.0,0,Normal,180921.19589041095
30,RM,6978,Inside,1Fam,7,1926,1980,MetalSd,0.0,850.0,0,1,2,1,0,576.0,0,Normal,180921.19589041095
50,RM,6000,Inside,1Fam,6,1927,1950,MetalSd,0.0,845.0,430,1,3,1,0,576.0,0,Normal,180921.19589041095
30,RM,4480,Corner,1Fam,5,1922,1950,AsbShng,0.0,1022.0,0,1,2,1,1,184.0,0,Normal,180921.19589041095
30,RM,3153,Inside,1Fam,6,1920,1990,MetalSd,0.0,967.0,0,1,2,1,1,180.0,0,Normal,180921.19589041095
30,RM,7200,Inside,1Fam,8,1940,1950,VinylSd,0.0,808.0,0,1,2,1,2,379.0,0,Normal,180921.19589041095
50,RM,9000,Corner,1Fam,8,1900,2006,Stucco,0.0,680.0,494,1,2,1,1,576.0,0,Normal,180921.19589041095
50,RM,5925,Inside,1Fam,6,1900,1950,MetalSd,448.0,570.0,380,1,3,1,0,252.0,0,Normal,180921.19589041095
70,RM,9639,Inside,1Fam,8,1900,1950,MetalSd,0.0,1075.0,642,2,4,1,0,342.0,0,Normal,180921.19589041095
70,RM,10337,Inside,1Fam,9,1910,1999,VinylSd,0.0,725.0,863,2,3,1,0,816.0,0,Normal,180921.19589041095
70,RM,9863,Inside,1Fam,6,1927,1950,Wd Sdng,210.0,728.0,728,1,4,1,1,374.0,0,Abnorml,180921.19589041095
70,RM,4571,Inside,1Fam,7,1910,1950,MetalSd,0.0,616.0,616,1,3,1,0,480.0,0,Normal,180921.19589041095
50,RM,8398,Inside,1Fam,8,1910,1990,Wd Sdng,0.0,926.0,659,2,3,1,0,468.0,0,Normal,180921.19589041095
70,RM,3600,Inside,1Fam,7,1930,2005,VinylSd,0.0,687.0,671,1,3,1,1,336.0,0,Partial,180921.19589041095
75,RM,13500,Corner,1Fam,8,1879,1987,Wd Sdng,0.0,819.0,1142,2,3,1,1,576.0,0,Normal,180921.19589041095
20,RM,8626,Inside,1Fam,6,1956,1956,MetalSd,0.0,0.0,0,1,2,1,0,331.0,0,Normal,180921.19589041095
80,RM,11800,Inside,1Fam,7,1949,2002,Stucco,0.0,0.0,0,2,1,1,1,384.0,0,Normal,180921.19589041095
40,RL,6854,Inside,1Fam,7,1925,1994,MetalSd,227.0,756.0,144,1,1,1,1,308.0,0,Normal,180921.19589041095
50,RM,8674,Inside,1Fam,6,1950,1950,MetalSd,0.0,910.0,525,1,3,1,0,308.0,0,Normal,180921.19589041095
50,RM,6125,Inside,1Fam,7,1939,1998,MetalSd,0.0,728.0,546,2,3,1,0,224.0,0,Normal,180921.19589041095
70,RM,6000,Inside,1Fam,6,1939,1950,MetalSd,0.0,600.0,624,1,3,1,2,217.0,0,Normal,180921.19589041095
45,RM,6120,Inside,1Fam,7,1939,1950,AsbShng,0.0,884.0,0,1,2,1,0,240.0,0,Normal,180921.19589041095
50,RM,6240,Inside,1Fam,5,1938,1950,VinylSd,0.0,861.0,548,1,3,1,1,528.0,0,Normal,180921.19589041095
50,RM,6240,Inside,1Fam,8,1939,1952,Wd Sdng,0.0,672.0,423,1,4,1,0,280.0,0,Normal,180921.19589041095
50,RM,6240,Inside,1Fam,7,1930,1992,Wd Sdng,0.0,966.0,412,1,3,1,1,230.0,0,Normal,180921.19589041095
50,RM,6120,Inside,1Fam,6,1926,1950,Wd Sdng,0.0,756.0,378,1,2,1,0,379.0,0,Normal,180921.19589041095
70,RM,7755,Inside,1Fam,8,1918,1995,Wd Sdng,0.0,1100.0,1164,2,4,1,0,408.0,0,Normal,180921.19589041095
50,RL,8850,Inside,1Fam,7,1920,1950,Wd Sdng,0.0,768.0,624,1,3,1,0,576.0,0,Normal,180921.19589041095
50,RL,8550,Inside,1Fam,5,1926,1950,HdBoard,0.0,750.0,356,1,4,1,0,576.0,0,Family,180921.19589041095
70,RM,5700,Corner,1Fam,6,1929,1990,Wd Sdng,0.0,672.0,672,1,3,1,1,456.0,0,Normal,180921.19589041095
45,RM,5680,Inside,1Fam,4,1901,1950,AsbShng,0.0,592.0,240,2,3,1,0,240.0,0,AdjLand,180921.19589041095
50,RM,5680,Inside,1Fam,3,1901,1950,AsbShng,0.0,969.0,245,1,2,1,0,216.0,0,AdjLand,180921.19589041095
80,RM,13200,Corner,1Fam,6,1963,1963,HdBoard,0.0,741.0,797,3,5,1,1,658.0,0,Normal,180921.19589041095
60,RM,9780,Inside,1Fam,9,1950,2005,VinylSd,398.0,976.0,976,1,4,1,2,299.0,0,Normal,180921.19589041095
50,RM,10320,Inside,1Fam,5,1915,1950,MetalSd,0.0,1138.0,1042,1,3,1,1,720.0,0,Normal,180921.19589041095
190,RM,4330,Inside,2fmCon,6,1958,1958,MetalSd,127.0,808.0,477,2,3,1,0,436.0,0,Abnorml,180921.19589041095
50,RM,10320,Corner,1Fam,1,1910,1950,Wd Sdng,0.0,771.0,504,2,3,1,0,264.0,0,Abnorml,180921.19589041095
70,RL,12888,Inside,1Fam,8,1937,1980,Wd Sdng,0.0,1005.0,1005,1,3,1,2,498.0,0,Normal,180921.19589041095
190,RL,4484,Corner,2fmCon,6,1942,1979,Plywood,0.0,672.0,504,1,2,1,0,240.0,0,Normal,180921.19589041095
190,RL,11235,Inside,2fmCon,5,1963,1963,HdBoard,0.0,925.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
85,RL,11235,Inside,1Fam,5,1964,1980,HdBoard,0.0,1420.0,0,1,2,1,1,572.0,0,Normal,180921.19589041095
20,RL,14299,Inside,1Fam,3,1964,1964,HdBoard,144.0,1005.0,0,1,3,1,0,440.0,0,Normal,180921.19589041095
80,RL,14149,Inside,1Fam,8,1964,2001,HdBoard,722.0,980.0,0,2,3,1,1,528.0,0,Normal,180921.19589041095
20,RL,11677,Inside,1Fam,4,1966,1966,HdBoard,761.0,1040.0,0,1,3,1,0,264.0,0,Normal,180921.19589041095
190,RL,8425,FR3,2fmCon,6,1971,1990,HdBoard,0.0,768.0,0,1,2,1,0,576.0,0,Normal,180921.19589041095
20,RL,8665,Inside,1Fam,5,1968,1968,HdBoard,288.0,876.0,0,1,3,1,0,264.0,0,Normal,180921.19589041095
20,RL,8398,Inside,1Fam,5,1967,1967,MetalSd,529.0,943.0,0,1,2,1,0,528.0,0,Normal,180921.19589041095
20,RL,8169,Corner,1Fam,7,1966,1966,Plywood,435.0,912.0,0,1,3,1,0,315.0,0,Normal,180921.19589041095
20,RL,14175,Inside,1Fam,5,1956,1998,BrkFace,522.0,1240.0,0,1,3,1,1,323.0,0,Normal,180921.19589041095
60,RL,16779,Inside,1Fam,4,1920,1996,Wd Sdng,0.0,671.0,1087,3,4,1,1,638.0,0,Normal,180921.19589041095
50,RL,6960,Inside,1Fam,8,1940,1998,Wd Sdng,0.0,680.0,504,1,2,1,2,224.0,0,Normal,180921.19589041095
20,RL,11375,Inside,1Fam,5,1954,1995,VinylSd,0.0,967.0,0,1,3,1,1,494.0,0,Normal,180921.19589041095
20,RL,13770,Corner,1Fam,6,1958,1998,Plywood,873.0,1158.0,0,1,3,1,2,303.0,0,Normal,180921.19589041095
20,RL,9000,Inside,1Fam,7,1945,1950,Wd Sdng,0.0,0.0,0,1,3,1,0,460.0,0,Normal,180921.19589041095
20,RL,11075,Corner,1Fam,5,1984,1984,Wd Sdng,891.0,1190.0,0,2,3,1,1,552.0,0,Normal,180921.19589041095
20,RL,17541,Corner,1Fam,7,1948,2005,Wd Sdng,0.0,409.0,0,2,3,1,1,576.0,0,Normal,180921.19589041095
20,RL,22692,Inside,1Fam,5,1953,1953,MetalSd,0.0,1073.0,0,2,3,1,1,649.0,0,Normal,180921.19589041095
20,RL,17808,Inside,1Fam,5,1946,1950,Wd Sdng,0.0,484.0,0,1,2,1,0,336.0,0,Normal,180921.19589041095
20,RL,12671,Corner,1Fam,7,1954,1994,MetalSd,0.0,1288.0,0,3,4,1,2,527.0,0,Normal,180921.19589041095
50,RL,10512,Inside,1Fam,6,1954,1954,Wd Sdng,0.0,988.0,638,1,3,1,0,332.0,0,Normal,180921.19589041095
20,RL,5400,Inside,1Fam,5,1958,1958,MetalSd,0.0,864.0,0,1,3,1,0,399.0,0,Normal,180921.19589041095
30,RL,11515,CulDSac,1Fam,5,1958,1994,HdBoard,0.0,0.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
120,RL,3869,Inside,TwnhsE,6,1984,1984,Wd Sdng,755.0,1038.0,0,2,2,1,0,264.0,0,Normal,180921.19589041095
20,RL,9280,Inside,1Fam,6,1951,1951,Wd Sdng,0.0,1342.0,0,1,4,1,0,256.0,0,Normal,180921.19589041095
50,RL,11100,Inside,1Fam,6,1951,1994,Wd Sdng,0.0,1080.0,400,1,4,1,1,253.0,0,Normal,180921.19589041095
50,RL,7550,Inside,1Fam,5,1920,1950,MetalSd,0.0,951.0,376,2,4,1,0,280.0,0,Normal,180921.19589041095
50,RL,23920,Inside,1Fam,5,1984,1984,Wd Sdng,0.0,1105.0,717,2,4,1,1,515.0,444,Normal,180921.19589041095
60,RL,9317,Inside,1Fam,5,1994,2001,VinylSd,0.0,779.0,929,2,3,1,1,499.0,0,Normal,180921.19589041095
20,RL,9178,Inside,1Fam,5,2007,2007,VinylSd,0.0,1643.0,0,2,3,1,1,870.0,0,Partial,180921.19589041095
20,RL,10481,Inside,1Fam,5,2006,2007,CemntBd,0.0,2140.0,0,2,3,1,0,894.0,0,Partial,180921.19589041095
20,RL,10235,Inside,1Fam,5,2007,2007,VinylSd,0.0,1643.0,0,2,3,1,1,870.0,0,Partial,180921.19589041095
20,RL,11750,Inside,1Fam,5,2005,2006,VinylSd,0.0,1546.0,0,2,3,1,0,796.0,0,Normal,180921.19589041095
20,RL,8760,Inside,1Fam,5,2006,2006,VinylSd,0.0,1489.0,0,2,3,1,1,674.0,0,Normal,180921.19589041095
20,RL,7242,Inside,1Fam,5,2005,2006,VinylSd,0.0,1270.0,0,2,2,1,0,524.0,0,Normal,180921.19589041095
60,RL,9316,Inside,1Fam,5,2005,2006,VinylSd,0.0,879.0,916,2,3,1,0,578.0,0,Normal,180921.19589041095
60,RL,8883,Inside,1Fam,5,1988,1988,HdBoard,321.0,929.0,927,2,3,1,1,619.0,0,Normal,180921.19589041095
20,RL,20064,Inside,1Fam,6,1976,1976,Wd Sdng,915.0,966.0,0,0,0,1,2,529.0,0,Normal,180921.19589041095
20,RL,14217,CulDSac,1Fam,5,1994,1994,VinylSd,0.0,1022.0,0,1,3,1,0,747.0,0,Normal,180921.19589041095
60,RL,10021,Inside,1Fam,6,1997,2006,VinylSd,0.0,635.0,662,2,3,1,0,497.0,0,Normal,180921.19589041095
20,RL,8428,Inside,1Fam,7,1994,1994,VinylSd,0.0,990.0,0,1,3,1,0,384.0,0,Normal,180921.19589041095
20,RL,16561,Inside,1Fam,5,1996,1996,VinylSd,0.0,1097.0,0,1,3,1,0,242.0,0,Normal,180921.19589041095
60,RL,10820,CulDSac,1Fam,5,1999,1999,VinylSd,0.0,988.0,885,2,3,1,1,597.0,0,Normal,180921.19589041095
60,RL,12352,CulDSac,1Fam,5,1998,1999,VinylSd,0.0,853.0,900,2,3,1,1,534.0,0,Normal,180921.19589041095
60,RL,9543,Inside,1Fam,5,2001,2001,VinylSd,0.0,845.0,845,2,3,1,0,517.0,0,Normal,180921.19589041095
60,RL,8826,Inside,1Fam,5,2000,2000,VinylSd,0.0,985.0,857,2,3,1,1,486.0,0,Normal,180921.19589041095
20,RL,11800,Inside,1Fam,5,1974,1974,HdBoard,0.0,864.0,0,1,3,1,0,440.0,0,Family,180921.19589041095
80,RL,8660,Inside,1Fam,5,1976,1976,VinylSd,0.0,1015.0,0,2,3,1,1,370.0,0,Normal,180921.19589041095
80,RL,9720,Inside,1Fam,7,1977,1977,Plywood,0.0,995.0,0,2,3,1,1,576.0,0,Normal,180921.19589041095
20,RL,8982,CulDSac,1Fam,5,1977,1977,CemntBd,0.0,1040.0,0,1,3,1,0,748.0,0,Normal,180921.19589041095
20,RL,16300,CulDSac,1Fam,4,1977,1977,HdBoard,417.0,876.0,0,1,3,1,0,308.0,0,Normal,180921.19589041095
20,RL,9675,Corner,1Fam,6,1975,1975,HdBoard,432.0,864.0,0,1,3,1,0,440.0,0,Normal,180921.19589041095
20,RL,7200,Inside,1Fam,5,1972,2000,VinylSd,0.0,864.0,0,1,3,1,0,576.0,0,Normal,180921.19589041095
20,RL,7200,Inside,1Fam,8,1972,2006,Plywood,0.0,385.0,0,1,3,1,0,728.0,0,Normal,180921.19589041095
20,RL,11354,Inside,1Fam,5,2000,2000,VinylSd,0.0,1673.0,0,2,3,1,1,583.0,0,Normal,180921.19589041095
60,RL,8749,Inside,1Fam,5,2003,2003,VinylSd,0.0,979.0,940,2,3,1,1,610.0,0,Normal,180921.19589041095
60,RL,8158,Inside,1Fam,5,2002,2002,VinylSd,0.0,860.0,869,2,3,1,0,542.0,0,Normal,180921.19589041095
20,RL,11927,Inside,1Fam,5,1994,1995,HdBoard,465.0,1556.0,0,2,3,1,1,484.0,0,Normal,180921.19589041095
60,RL,12728,Inside,1Fam,5,2001,2001,VinylSd,0.0,1531.0,908,2,4,1,1,560.0,0,Normal,180921.19589041095
60,RL,15295,Corner,1Fam,5,1996,2002,VinylSd,0.0,860.0,780,2,3,1,2,608.0,0,Normal,180921.19589041095
20,RL,17227,CulDSac,1Fam,5,1999,2000,VinylSd,0.0,1341.0,0,1,1,1,1,482.0,0,Normal,180921.19589041095
60,RL,8145,Inside,1Fam,5,2007,2007,VinylSd,0.0,738.0,738,2,3,1,0,552.0,0,Partial,180921.19589041095
20,RL,8769,FR2,1Fam,5,2005,2005,VinylSd,0.0,1169.0,0,2,2,1,0,578.0,0,Normal,180921.19589041095
20,RL,8334,Inside,1Fam,5,2006,2007,VinylSd,0.0,1330.0,0,2,3,1,1,437.0,0,Partial,180921.19589041095
60,RL,8333,Inside,1Fam,5,2006,2006,VinylSd,0.0,738.0,753,2,3,1,1,484.0,0,Normal,180921.19589041095
60,RL,9045,Inside,1Fam,5,2005,2005,VinylSd,0.0,768.0,768,2,3,1,0,400.0,0,Normal,180921.19589041095
85,RL,9825,Inside,1Fam,5,1967,1967,HdBoard,0.0,936.0,0,1,2,1,1,384.0,0,Abnorml,180921.19589041095
20,RL,8308,Inside,1Fam,6,1963,1963,VinylSd,841.0,1088.0,0,1,2,1,0,520.0,0,Normal,180921.19589041095
50,RL,16287,Inside,1Fam,6,1925,1950,VinylSd,105.0,901.0,450,1,3,1,1,576.0,0,Normal,180921.19589041095
20,RL,8240,Inside,1Fam,6,1960,1960,HdBoard,0.0,1179.0,0,1,2,1,0,622.0,0,Normal,180921.19589041095
80,RL,6285,Inside,1Fam,6,1976,1976,HdBoard,0.0,960.0,0,1,3,1,1,528.0,0,Normal,180921.19589041095
90,RL,9555,CulDSac,Duplex,6,1979,1979,Plywood,0.0,0.0,1133,2,5,2,0,579.0,0,Normal,180921.19589041095
60,RL,7023,Inside,1Fam,5,2005,2006,VinylSd,0.0,734.0,674,2,3,1,0,489.0,0,Normal,180921.19589041095
20,RL,39290,Inside,1Fam,5,2008,2009,CemntBd,0.0,5095.0,0,2,2,1,2,1154.0,0,Partial,180921.19589041095
180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,547.0,0,1,2,1,0,525.0,0,Normal,180921.19589041095
20,RL,6400,Inside,1Fam,7,1959,2000,WdShing,831.0,960.0,0,1,2,1,0,392.0,0,Normal,180921.19589041095
90,RL,6882,Corner,Duplex,3,1955,1955,AsbShng,0.0,0.0,0,2,2,2,0,0.0,0,Normal,180921.19589041095
90,RL,8741,Inside,Duplex,6,1946,1950,Plywood,0.0,1195.0,0,2,4,2,0,0.0,0,Abnorml,180921.19589041095
40,RL,10042,Corner,1Fam,8,1920,1995,Wd Sdng,278.0,660.0,125,1,2,1,1,216.0,0,Normal,180921.19589041095
20,RL,8172,Inside,1Fam,5,1955,1955,MetalSd,0.0,768.0,0,1,2,1,1,355.0,0,Normal,180921.19589041095
20,RL,8172,Inside,1Fam,5,1955,1955,WdShing,0.0,864.0,0,1,3,1,0,528.0,0,Family,180921.19589041095
90,RL,10890,Inside,Duplex,6,1923,1950,Wd Sdng,0.0,1296.0,1296,2,6,2,0,0.0,0,AdjLand,180921.19589041095
30,RL,7223,Inside,1Fam,5,1926,1950,Stucco,0.0,1290.0,0,1,3,1,0,352.0,0,Normal,180921.19589041095
50,RL,6821,Inside,1Fam,7,1921,2005,Wd Sdng,0.0,651.0,539,2,2,1,1,240.0,0,Normal,180921.19589041095
70,RL,4000,Inside,1Fam,8,1930,1995,Wd Sdng,0.0,531.0,531,1,2,1,1,216.0,0,Normal,180921.19589041095
70,RL,6720,Inside,1Fam,7,1921,1950,VinylSd,0.0,585.0,585,1,3,1,1,228.0,0,Normal,180921.19589041095
70,RL,7155,Inside,1Fam,8,1926,1991,Wd Sdng,0.0,686.0,775,1,3,1,1,225.0,0,Normal,180921.19589041095
70,RL,7230,Inside,1Fam,7,1927,1992,VinylSd,0.0,851.0,851,2,4,1,1,264.0,0,Normal,180921.19589041095
20,RL,13108,Inside,1Fam,5,1951,1951,Wd Sdng,0.0,0.0,0,1,2,1,1,400.0,0,Normal,180921.19589041095
50,RL,7810,Inside,1Fam,6,1930,2003,AsbShng,0.0,930.0,525,2,4,1,1,231.0,0,Normal,180921.19589041095
190,RL,6221,Inside,2fmCon,5,1941,1950,VinylSd,0.0,728.0,595,2,3,1,0,528.0,0,Normal,180921.19589041095
20,RL,25485,CulDSac,1Fam,4,1960,1960,Wd Sdng,1020.0,1560.0,0,1,3,1,3,580.0,0,Normal,180921.19589041095
20,RL,21579,CulDSac,1Fam,6,1968,1968,HdBoard,0.0,1488.0,0,2,3,1,2,552.0,0,Normal,180921.19589041095
160,RM,1782,Inside,Twnhs,6,1980,1980,MetalSd,0.0,516.0,516,1,2,1,1,462.0,0,Normal,180921.19589041095
20,RL,17871,Inside,1Fam,5,1995,1996,VinylSd,0.0,1680.0,0,2,4,1,0,628.0,0,Normal,180921.19589041095
120,RM,3907,Inside,TwnhsE,5,1988,1988,HdBoard,0.0,1004.0,0,1,1,1,0,509.0,0,Normal,180921.19589041095
20,RL,20693,Corner,1Fam,5,1971,1971,Plywood,0.0,1696.0,0,2,3,1,2,625.0,0,Normal,180921.19589041095
20,RL,18044,CulDSac,1Fam,5,1986,1986,WdShing,0.0,279.0,0,2,2,1,1,691.0,228,Normal,180921.19589041095
