MSSubClass,MSZoning,LotArea,Utilities,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,PoolArea,SaleCondition,SalePrice
70,RL,7609,AllPub,Corner,1Fam,9,1925,1997,Stucco,0.0,798.0,714,2,3,1,1,180.0,0,Normal,
70,RL,9650,AllPub,Corner,1Fam,3,1923,1950,Wd Sdng,0.0,784.0,784,1,4,1,1,599.0,0,Normal,
50,RL,11700,AllPub,Inside,1Fam,6,1937,1995,WdShing,0.0,942.0,673,2,4,1,1,240.0,0,Normal,
50,RL,9260,AllPub,Inside,1Fam,4,1938,1950,Wd Sdng,0.0,884.0,442,1,3,1,0,225.0,0,Normal,
20,RL,7801,AllPub,Corner,1Fam,5,1951,1951,WdShing,0.0,1091.0,0,1,2,1,1,344.0,0,Normal,
70,RL,9670,AllPub,Inside,1Fam,6,1935,1950,BrkFace,0.0,608.0,890,1,4,1,2,786.0,0,Alloca,
50,RL,12392,AllPub,Inside,1Fam,9,1950,2000,VinylSd,0.0,832.0,943,2,3,1,2,506.0,0,Normal,
20,RL,26073,AllPub,CulDSac,1Fam,5,1956,1956,BrkFace,0.0,1898.0,0,2,3,1,2,484.0,0,Normal,
160,RM,1879,AllPub,CulDSac,Twnhs,6,1980,1980,MetalSd,0.0,516.0,516,1,2,1,1,462.0,0,Normal,
30,RM,7000,AllPub,Inside,1Fam,8,1926,1998,VinylSd,40.0,894.0,0,1,2,1,0,195.0,0,Normal,
50,RM,6000,AllPub,Inside,1Fam,8,1940,2006,VinylSd,0.0,720.0,330,1,3,1,0,240.0,0,Normal,
50,RM,8155,AllPub,Inside,1Fam,7,1930,1950,Wd Sdng,0.0,780.0,420,1,4,1,0,0.0,0,Normal,
80,RM,6000,AllPub,Inside,1Fam,5,1967,1967,HdBoard,0.0,624.0,564,1,3,1,1,288.0,0,Normal,
30,RM,7392,AllPub,Inside,1Fam,7,1930,1995,Wd Sdng,0.0,520.0,0,1,2,1,0,360.0,0,Normal,
50,RM,9000,AllPub,Inside,1Fam,5,1958,1958,WdShing,0.0,1151.0,804,2,4,1,0,356.0,0,Normal,
20,,14584,AllPub,Inside,1Fam,5,1952,1952,AsbShng,0.0,0.0,0,1,2,1,0,487.0,0,Abnorml,
70,C (all),5280,AllPub,Corner,1Fam,7,1895,1950,Wd Sdng,0.0,173.0,536,1,2,1,0,185.0,0,Normal,
50,C (all),5150,AllPub,Corner,1Fam,7,1910,2000,Plywood,0.0,356.0,378,1,2,1,0,195.0,0,Normal,
70,C (all),9000,AllPub,Inside,1Fam,6,1920,1950,MetalSd,0.0,592.0,432,1,3,1,0,216.0,0,Normal,
120,RM,3843,AllPub,Inside,TwnhsE,5,2007,2008,CemntBd,0.0,1596.0,0,2,2,1,1,525.0,0,Partial,
120,RM,3811,AllPub,Inside,TwnhsE,5,2004,2005,CemntBd,0.0,1594.0,0,2,2,1,1,482.0,0,Normal,
20,RL,23730,AllPub,Inside,1Fam,5,1996,1997,MetalSd,0.0,1840.0,0,3,3,1,0,786.0,0,Normal,
60,RL,11050,AllPub,Inside,1Fam,5,1996,1997,VinylSd,0.0,910.0,910,2,3,1,1,816.0,0,Normal,
90,RL,10260,AllPub,Inside,Duplex,4,1976,1976,Plywood,0.0,0.0,936,2,4,2,0,484.0,0,Abnorml,
20,RL,9990,AllPub,Inside,1Fam,5,1991,1991,HdBoard,0.0,1680.0,0,2,3,1,1,432.0,0,Normal,
120,RL,4084,AllPub,Inside,TwnhsE,6,1986,1986,VinylSd,0.0,1277.0,0,2,2,1,1,512.0,0,Normal,
20,RL,11563,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,1518.0,0,2,3,1,0,788.0,0,Normal,
60,RL,12852,AllPub,Corner,1Fam,5,2007,2007,VinylSd,0.0,920.0,860,2,3,1,1,612.0,0,Partial,
80,RL,9802,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,352.0,730,2,3,1,0,400.0,0,Normal,
60,RL,12018,AllPub,Corner,1Fam,5,2008,2008,VinylSd,0.0,796.0,816,2,3,1,0,666.0,0,Partial,
20,RL,12890,AllPub,Inside,1Fam,5,1989,1989,Wd Sdng,0.0,1495.0,0,2,3,1,1,438.0,0,Normal,
20,RL,18265,AllPub,Corner,1Fam,5,1986,1986,Plywood,60.0,1256.0,0,2,3,1,1,578.0,0,Normal,
20,RL,11202,AllPub,Inside,1Fam,5,2003,2003,VinylSd,0.0,1432.0,0,2,3,1,1,467.0,0,Normal,
20,RL,7915,AllPub,Inside,1Fam,5,1999,2000,VinylSd,0.0,1666.0,0,2,3,1,0,435.0,0,Normal,
20,RL,11449,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,1884.0,0,2,3,1,1,520.0,0,Normal,
20,RL,11447,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1964.0,0,2,3,1,1,892.0,0,Normal,
90,RM,8940,AllPub,Corner,Duplex,5,1997,1998,VinylSd,0.0,1344.0,0,2,2,2,0,784.0,0,Alloca,
20,RL,9278,AllPub,FR2,1Fam,5,2007,2008,VinylSd,0.0,1092.0,0,1,2,1,0,0.0,0,Abnorml,
120,RM,4500,AllPub,FR2,TwnhsE,5,1997,1997,VinylSd,0.0,1189.0,0,2,2,1,0,392.0,0,Normal,
85,RL,14137,AllPub,Corner,1Fam,5,1964,1964,HdBoard,247.0,1200.0,0,1,3,1,0,850.0,0,Normal,
120,RM,4224,AllPub,Inside,TwnhsE,6,1975,1975,CemntBd,0.0,1040.0,0,1,3,1,0,499.0,0,Normal,
160,RM,2665,AllPub,Inside,TwnhsE,7,1976,1976,CemntBd,0.0,550.0,550,2,4,1,1,336.0,0,Normal,
180,RM,1974,AllPub,Inside,Twnhs,7,1973,2006,CemntBd,0.0,526.0,462,1,2,1,0,297.0,0,Normal,
180,RM,1596,AllPub,Inside,Twnhs,6,1973,1973,CemntBd,0.0,462.0,462,1,1,1,1,297.0,0,Normal,
20,RL,17979,AllPub,Corner,1Fam,6,1968,1968,Plywood,0.0,1113.0,0,1,3,1,0,257.0,0,Normal,
160,RM,1477,AllPub,Inside,Twnhs,9,1970,2007,CemntBd,0.0,546.0,546,2,3,1,0,0.0,0,Normal,
20,RL,6490,AllPub,Inside,1Fam,7,1983,1983,VinylSd,0.0,816.0,0,1,2,1,0,264.0,0,Normal,
20,RL,6600,AllPub,Inside,1Fam,6,1982,2005,HdBoard,0.0,845.0,0,1,3,1,0,264.0,0,Normal,
20,RL,12395,AllPub,Corner,1Fam,6,1984,1984,HdBoard,0.0,864.0,0,1,3,1,0,484.0,0,Normal,
70,,56600,AllPub,Inside,1Fam,1,1900,1950,Wd Sdng,0.0,686.0,686,2,4,1,0,288.0,0,Normal,
20,RL,10667,AllPub,Inside,1Fam,6,1971,1971,MetalSd,0.0,1587.0,0,2,3,1,1,525.0,0,Normal,
80,RL,8872,AllPub,Inside,1Fam,5,1997,1997,VinylSd,0.0,384.0,630,2,3,1,1,390.0,0,Normal,
80,RL,10147,AllPub,CulDSac,1Fam,5,1994,1994,HdBoard,0.0,392.0,770,2,3,1,1,398.0,0,Normal,
60,RL,8637,AllPub,Inside,1Fam,5,1999,2000,VinylSd,0.0,923.0,767,2,3,1,1,451.0,0,Abnorml,
60,RL,7875,AllPub,Inside,1Fam,5,1996,1996,HdBoard,0.0,691.0,862,2,3,1,0,420.0,0,Normal,
60,RL,7500,AllPub,Inside,1Fam,5,1999,2003,VinylSd,0.0,938.0,1342,3,5,1,1,482.0,0,Normal,
20,RL,9556,AllPub,Corner,1Fam,5,1992,1993,HdBoard,0.0,1168.0,0,2,3,1,0,420.0,0,Normal,
60,RL,7655,AllPub,CulDSac,1Fam,5,1993,1994,HdBoard,0.0,903.0,732,2,3,1,1,392.0,0,Normal,
20,RL,18160,AllPub,Inside,1Fam,6,1964,1964,HdBoard,0.0,1302.0,0,1,3,1,1,480.0,0,Alloca,
120,RL,4740,AllPub,Inside,TwnhsE,5,1988,1988,CemntBd,0.0,1166.0,0,2,2,1,0,480.0,0,Normal,
120,RL,5118,AllPub,Inside,TwnhsE,5,1990,1990,CemntBd,0.0,1312.0,0,1,1,1,1,484.0,0,Normal,
60,RL,12328,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,1149.0,1377,3,4,1,1,729.0,0,Normal,
20,RL,51974,AllPub,CulDSac,1Fam,5,2006,2007,VinylSd,0.0,2660.0,0,2,4,1,2,1110.0,0,Partial,
190,RL,41600,AllPub,FR2,2fmCon,5,1969,1990,HdBoard,0.0,1100.0,0,1,3,1,0,828.0,0,Normal,
120,RL,8035,AllPub,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1612.0,0,2,2,1,1,556.0,0,Normal,
20,RL,14082,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,2220.0,0,1,1,1,1,724.0,0,Normal,
20,RL,13870,AllPub,Inside,1Fam,5,2006,2007,CemntBd,0.0,1742.0,0,2,3,1,1,724.0,0,Partial,
20,RL,10960,AllPub,Inside,1Fam,5,1984,1984,HdBoard,0.0,1284.0,0,2,3,1,0,480.0,0,Abnorml,
60,RL,12090,AllPub,Inside,1Fam,7,1981,2003,MetalSd,0.0,725.0,754,2,3,1,1,484.0,0,Normal,
20,RL,12299,AllPub,Inside,1Fam,6,1978,1985,Plywood,0.0,1529.0,0,2,3,1,1,663.0,0,Normal,
60,RL,11339,AllPub,Inside,1Fam,5,1979,1979,HdBoard,0.0,780.0,845,2,4,1,1,481.0,0,Normal,
20,RL,11850,AllPub,FR2,1Fam,6,1984,1984,Plywood,0.0,1153.0,0,2,3,1,0,495.0,0,Normal,
20,RL,10400,AllPub,Inside,1Fam,5,1979,1999,MetalSd,0.0,1259.0,0,2,2,1,1,478.0,0,Normal,
20,RL,13001,AllPub,Inside,1Fam,5,1971,1971,HdBoard,121.0,1625.0,0,2,2,1,1,944.0,0,Normal,
80,RL,8991,AllPub,CulDSac,1Fam,6,1976,1976,Plywood,604.0,1228.0,0,2,3,1,1,585.0,0,Normal,
60,RL,8000,AllPub,Inside,1Fam,6,1974,1974,HdBoard,153.0,1084.0,793,2,4,1,1,488.0,0,Normal,
20,RL,9457,AllPub,Inside,1Fam,6,1970,1990,MetalSd,0.0,925.0,0,1,3,1,0,576.0,0,Normal,
20,RL,7920,AllPub,Inside,1Fam,5,1970,2002,HdBoard,619.0,914.0,0,1,3,1,0,368.0,0,Normal,
20,RL,17199,AllPub,FR2,1Fam,7,1961,1961,MetalSd,0.0,914.0,0,1,2,1,0,270.0,0,Normal,
120,RH,4113,AllPub,Inside,TwnhsE,5,2001,2001,MetalSd,0.0,1337.0,0,2,2,1,1,511.0,0,Normal,
120,RH,10943,AllPub,FR2,TwnhsE,5,1997,1998,MetalSd,0.0,1405.0,0,2,2,1,1,522.0,0,Normal,
160,RM,2205,AllPub,Inside,Twnhs,6,1973,1973,HdBoard,0.0,525.0,567,1,3,1,0,264.0,0,Normal,
160,RM,2058,AllPub,Inside,Twnhs,5,1973,1973,HdBoard,0.0,672.0,546,1,4,1,0,264.0,0,Normal,
120,RL,2304,AllPub,Inside,Twnhs,7,1978,1978,Plywood,6.0,1061.0,0,2,2,1,0,319.0,0,Normal,
20,RL,7150,AllPub,Inside,1Fam,6,1966,1966,HdBoard,0.0,988.0,0,1,3,1,0,360.0,0,Normal,
20,RL,12469,AllPub,FR2,1Fam,5,2006,2007,VinylSd,0.0,1790.0,0,2,3,1,1,730.0,0,Partial,
20,RL,11825,AllPub,Inside,1Fam,5,2006,2007,CemntBd,0.0,1694.0,0,2,3,1,1,856.0,0,Partial,
20,RL,14333,AllPub,Corner,1Fam,5,2007,2007,VinylSd,0.0,2108.0,0,2,2,1,1,938.0,0,Partial,
60,RL,13641,AllPub,Inside,1Fam,5,2007,2007,CemntBd,0.0,1934.0,713,2,3,1,1,1040.0,0,Partial,
60,RL,13440,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,1108.0,1402,2,4,1,1,670.0,0,Partial,
20,RL,15431,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1994.0,0,2,2,1,2,878.0,0,Normal,
20,RL,13891,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,2552.0,0,2,3,1,2,932.0,0,Partial,
60,RL,13654,AllPub,CulDSac,1Fam,5,2005,2006,MetalSd,0.0,1704.0,1036,2,4,1,1,814.0,0,Normal,
20,RL,17169,AllPub,CulDSac,1Fam,5,2007,2007,CemntBd,0.0,2320.0,0,2,2,1,1,1174.0,0,Partial,
60,RL,16659,AllPub,Corner,1Fam,5,2007,2008,VinylSd,0.0,1582.0,570,2,3,1,1,728.0,0,Partial,
60,RL,9709,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,918.0,1142,2,3,1,2,786.0,0,Partial,
20,RL,13615,AllPub,Corner,1Fam,5,2006,2006,MetalSd,0.0,1802.0,0,2,3,1,1,843.0,0,Normal,
60,RL,13069,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,1706.0,1238,2,5,1,1,916.0,0,Normal,
60,RL,14277,AllPub,Inside,1Fam,5,2003,2003,VinylSd,0.0,1317.0,1168,2,3,1,1,818.0,0,Normal,
60,RL,12568,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,895.0,923,2,3,1,1,774.0,0,Partial,
20,RL,9926,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1614.0,0,2,3,1,0,878.0,0,Normal,
20,RL,9254,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,1721.0,0,2,3,1,0,554.0,0,Normal,
60,RL,10732,AllPub,Corner,1Fam,5,2006,2007,VinylSd,0.0,1298.0,530,2,3,1,0,876.0,0,Partial,
120,RL,3901,AllPub,Inside,Twnhs,5,2005,2006,VinylSd,0.0,1302.0,0,1,1,1,1,631.0,0,Partial,
120,RL,3903,AllPub,Inside,Twnhs,5,2005,2006,VinylSd,0.0,1302.0,0,1,1,1,1,631.0,0,Normal,
120,RL,6289,AllPub,Inside,TwnhsE,5,2005,2006,VinylSd,0.0,1362.0,0,2,2,1,1,460.0,0,Normal,
120,RL,4590,AllPub,Inside,Twnhs,5,2006,2006,VinylSd,0.0,1554.0,0,2,2,1,1,627.0,0,Normal,
120,RL,7841,AllPub,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,1577.0,0,2,2,1,1,564.0,0,Normal,
120,RL,6240,AllPub,Inside,TwnhsE,5,2006,2006,MetalSd,0.0,1324.0,0,2,2,1,1,550.0,0,Partial,
120,RL,3242,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1405.0,0,2,2,1,1,478.0,0,Normal,
60,RL,15810,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,768.0,728,3,3,1,0,572.0,0,Partial,
60,RL,10237,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,768.0,768,2,3,1,1,400.0,0,Normal,
60,RL,13204,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,608.0,850,2,3,1,0,454.0,0,Partial,
60,RL,8857,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,738.0,757,2,3,1,1,440.0,0,Partial,
60,RL,9729,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,698.0,1048,2,3,1,1,350.0,0,Partial,
20,RL,12216,AllPub,Corner,1Fam,5,2005,2005,VinylSd,0.0,1326.0,0,2,3,1,0,388.0,0,Normal,
60,RL,8229,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,752.0,752,2,3,1,0,440.0,0,Partial,
60,RL,7713,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,728.0,728,2,3,1,0,400.0,0,Partial,
20,RL,7697,AllPub,Inside,1Fam,6,2007,2007,VinylSd,0.0,1246.0,0,2,3,1,0,462.0,0,Partial,
120,RL,3621,AllPub,Inside,TwnhsE,5,2003,2003,VinylSd,0.0,1406.0,0,2,2,1,1,630.0,0,Normal,
20,RL,3710,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,1266.0,0,2,2,1,1,388.0,0,Partial,
80,RL,16219,AllPub,Inside,1Fam,5,2004,2005,VinylSd,0.0,835.0,0,2,2,1,0,437.0,0,Normal,
80,RL,11084,AllPub,Corner,1Fam,5,2004,2004,VinylSd,0.0,384.0,630,2,3,1,1,400.0,0,Family,
20,RL,10936,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1510.0,0,2,3,1,1,534.0,0,Partial,
80,RL,11950,AllPub,Corner,1Fam,5,2003,2003,VinylSd,0.0,384.0,640,2,3,1,1,400.0,0,Normal,
60,RL,7875,AllPub,Inside,1Fam,5,2003,2003,VinylSd,0.0,847.0,1101,2,4,1,1,434.0,0,Normal,
60,RL,8740,AllPub,Inside,1Fam,5,2002,2002,VinylSd,0.0,854.0,1131,2,4,1,1,435.0,0,Normal,
60,RL,9487,AllPub,Inside,1Fam,5,2000,2000,VinylSd,0.0,915.0,750,2,3,1,1,442.0,0,Normal,
60,RL,9649,AllPub,Inside,1Fam,5,1999,2000,VinylSd,0.0,941.0,683,2,3,1,1,460.0,0,Normal,
60,RL,12191,AllPub,Inside,1Fam,5,1997,1998,VinylSd,0.0,1779.0,772,2,4,1,2,925.0,0,Normal,
60,RL,10557,AllPub,Inside,1Fam,5,1998,1998,MetalSd,0.0,1408.0,1407,2,4,1,1,806.0,0,Normal,
60,RL,11002,AllPub,Inside,1Fam,5,1998,1999,VinylSd,0.0,1389.0,1171,2,4,1,1,758.0,0,Normal,
60,RL,10790,AllPub,Inside,1Fam,5,1998,1998,VinylSd,0.0,1066.0,1277,2,4,1,1,600.0,0,Normal,
60,RL,11762,AllPub,Inside,1Fam,5,1992,1993,VinylSd,0.0,1105.0,1097,2,4,1,1,517.0,0,Normal,
60,RL,9044,AllPub,Inside,1Fam,5,1996,1997,VinylSd,0.0,1325.0,1203,2,4,1,1,933.0,0,Normal,
20,RL,9910,AllPub,Inside,1Fam,6,2007,2007,VinylSd,0.0,1369.0,0,2,3,1,0,605.0,0,Partial,
20,RL,11830,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,1542.0,0,2,3,1,1,852.0,0,Partial,
20,RL,10612,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1524.0,0,2,3,1,1,484.0,0,Family,
20,RL,12291,AllPub,Inside,1Fam,5,2007,2007,CemntBd,0.0,1966.0,0,2,1,1,1,1092.0,0,Partial,
20,RL,9965,AllPub,FR2,1Fam,5,2007,2007,VinylSd,0.0,1528.0,0,3,3,1,1,480.0,0,Partial,
20,RL,8847,AllPub,Inside,1Fam,5,2005,2005,VinylSd,0.0,1538.0,0,2,3,1,0,484.0,0,Normal,
20,RL,8251,AllPub,Inside,1Fam,5,2005,2006,VinylSd,0.0,1494.0,0,2,3,1,1,672.0,0,Normal,
60,RL,9605,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,982.0,995,2,3,1,0,574.0,0,Family,
60,RL,8778,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1302.0,528,2,3,1,0,859.0,0,Normal,
20,FV,8640,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,1338.0,0,2,3,1,0,598.0,0,Partial,
20,FV,9000,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,1335.0,0,2,3,1,0,575.0,0,Partial,
60,FV,8640,AllPub,Inside,1Fam,5,2007,2007,VinylSd,0.0,896.0,896,2,3,1,0,590.0,0,Partial,
60,FV,10411,AllPub,Corner,1Fam,5,2007,2007,VinylSd,0.0,725.0,863,3,3,1,0,561.0,0,Partial,
60,FV,12217,AllPub,Inside,1Fam,5,2007,2007,WdShing,0.0,955.0,925,2,3,1,1,880.0,0,Partial,
20,FV,10440,AllPub,Corner,1Fam,5,2007,2007,CemntBd,0.0,1574.0,0,2,2,1,1,594.0,0,Partial,
20,FV,11824,AllPub,Corner,1Fam,5,2006,2006,VinylSd,0.0,1685.0,0,2,2,1,1,658.0,0,Normal,
60,FV,10625,AllPub,Inside,1Fam,5,2004,2004,VinylSd,0.0,1158.0,1285,2,4,1,1,744.0,0,Normal,
20,RL,7500,AllPub,Inside,1Fam,5,2006,2007,VinylSd,0.0,1100.0,0,1,3,1,0,0.0,0,Partial,
20,RL,7500,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1143.0,0,1,3,1,0,0.0,0,Normal,
20,RL,12450,AllPub,Inside,1Fam,5,2003,2004,VinylSd,0.0,1094.0,0,1,3,1,0,576.0,0,Normal,
20,RL,7441,AllPub,Inside,1Fam,5,2006,2006,VinylSd,0.0,1461.0,0,2,3,1,0,566.0,0,Normal,
60,RL,11613,AllPub,Corner,1Fam,5,1993,1997,VinylSd,0.0,864.0,900,2,3,1,0,492.0,0,Normal,
160,RL,8012,AllPub,Inside,TwnhsE,5,1980,1980,Plywood,0.0,630.0,636,1,2,1,2,283.0,0,Normal,
20,RL,6285,AllPub,Inside,1Fam,5,1977,1977,Plywood,351.0,894.0,0,1,2,1,0,308.0,0,Normal,
20,RL,7476,AllPub,Corner,1Fam,7,1968,1968,HdBoard,0.0,1040.0,0,1,3,1,0,686.0,0,Normal,
60,RL,19522,AllPub,Inside,1Fam,5,1990,1990,HdBoard,0.0,1223.0,1232,2,3,1,1,564.0,0,Normal,
20,RL,10751,AllPub,CulDSac,1Fam,5,1974,1974,Plywood,0.0,1037.0,0,1,2,1,0,431.0,0,Normal,
20,RL,12712,AllPub,CulDSac,1Fam,7,1973,2006,CemntBd,0.0,1044.0,0,1,2,1,1,542.0,0,Abnorml,
120,FV,4379,AllPub,FR2,TwnhsE,5,2004,2004,MetalSd,0.0,1378.0,0,2,2,1,1,540.0,0,Normal,
120,FV,3523,AllPub,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1141.0,0,2,2,1,0,484.0,0,Partial,
120,FV,3784,AllPub,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1511.0,0,2,2,1,0,476.0,0,Partial,
120,FV,3606,AllPub,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1352.0,0,2,2,1,1,466.0,0,Partial,
120,FV,5330,AllPub,Inside,TwnhsE,5,2006,2007,VinylSd,0.0,1550.0,0,2,2,1,0,528.0,0,Partial,
160,FV,2280,AllPub,Inside,Twnhs,5,1999,1999,MetalSd,0.0,744.0,744,2,3,1,1,440.0,0,Normal,
160,FV,2117,AllPub,Inside,Twnhs,5,2000,2000,MetalSd,0.0,756.0,804,2,3,1,0,440.0,0,Normal,
20,FV,7321,AllPub,Inside,1Fam,5,1999,2000,CemntBd,0.0,1339.0,0,2,3,1,0,625.0,0,Normal,
60,FV,8010,AllPub,Inside,1Fam,5,2003,2004,CemntBd,0.0,1054.0,976,2,3,1,2,552.0,0,Normal,
60,FV,8413,AllPub,Inside,1Fam,5,1998,1998,VinylSd,0.0,1220.0,1142,2,3,1,2,1105.0,0,Normal,
120,RL,9466,AllPub,FR2,TwnhsE,5,1994,1995,BrkFace,1037.0,1494.0,0,1,1,1,1,478.0,0,Normal,
20,RL,12000,AllPub,Inside,1Fam,6,1980,1980,VinylSd,0.0,2002.0,0,2,3,1,1,546.0,0,Normal,
20,RL,17778,AllPub,Inside,1Fam,5,1981,1981,BrkFace,829.0,2461.0,0,2,2,1,2,676.0,0,Normal,
20,RL,11700,AllPub,Inside,1Fam,6,1968,1968,MetalSd,0.0,912.0,0,1,3,1,0,412.0,0,Normal,
60,RL,8000,AllPub,Inside,1Fam,6,1970,1970,VinylSd,0.0,1008.0,1008,2,4,1,1,570.0,0,Normal,
85,RL,8723,AllPub,Inside,1Fam,6,1969,1969,HdBoard,0.0,973.0,0,1,3,1,0,480.0,0,Normal,
20,RL,11700,AllPub,Corner,1Fam,5,1968,1968,HdBoard,0.0,1295.0,0,1,3,1,0,528.0,0,Normal,
20,RL,11358,AllPub,Corner,1Fam,7,1972,1987,Wd Sdng,0.0,1124.0,0,2,3,1,1,515.0,0,Normal,
20,RL,9547,AllPub,Inside,1Fam,6,1993,1993,VinylSd,0.0,1594.0,0,2,2,1,1,472.0,0,Normal,
60,RL,10530,AllPub,Inside,1Fam,6,1993,1993,MetalSd,0.0,1148.0,984,2,3,1,1,473.0,0,Normal,
20,RL,10738,AllPub,Corner,1Fam,7,1966,1966,HdBoard,0.0,1093.0,0,2,3,1,1,484.0,0,Normal,
20,RL,10800,AllPub,Inside,1Fam,5,1963,1963,HdBoard,264.0,1052.0,0,1,3,1,0,311.0,0,Normal,
20,RL,8050,AllPub,Inside,1Fam,6,1967,1993,MetalSd,38.0,949.0,0,1,3,1,0,308.0,0,Normal,
90,RL,10899,AllPub,Inside,Duplex,5,1964,1964,HdBoard,0.0,0.0,0,2,2,2,0,530.0,0,Normal,
20,RL,7450,AllPub,Inside,1Fam,5,1956,1956,Wd Sdng,206.0,894.0,0,1,2,1,1,396.0,0,Normal,
20,RL,14357,AllPub,CulDSac,1Fam,5,1961,1961,Wd Sdng,167.0,864.0,0,1,2,1,1,440.0,0,Normal,
20,RL,8243,AllPub,CulDSac,1Fam,7,1961,1961,VinylSd,0.0,964.0,0,1,3,1,1,784.0,0,Normal,
20,RL,8680,AllPub,Inside,1Fam,7,1960,1960,CemntBd,0.0,894.0,0,1,3,1,0,312.0,0,Normal,
20,RL,8800,AllPub,Inside,1Fam,6,1966,1966,HdBoard,0.0,1174.0,0,2,3,1,1,440.0,0,Normal,
80,RL,9200,AllPub,Inside,1Fam,5,1965,1965,HdBoard,0.0,1042.0,0,2,3,1,0,440.0,0,Normal,
60,RL,8800,AllPub,Inside,1Fam,7,1964,1997,MetalSd,0.0,845.0,1309,2,5,1,1,539.0,0,Normal,
20,RL,11382,AllPub,Inside,1Fam,5,1964,1964,Wd Sdng,543.0,1130.0,0,1,3,1,1,286.0,0,Normal,
20,RL,22002,AllPub,Corner,1Fam,7,1959,1991,MetalSd,0.0,1592.0,0,1,3,1,1,510.0,0,Normal,
45,RL,12172,AllPub,Inside,1Fam,7,1940,1996,Wd Sdng,259.0,822.0,0,1,2,1,0,512.0,0,Normal,
20,RL,5000,AllPub,Inside,1Fam,3,1946,1950,WdShing,0.0,666.0,0,1,2,1,0,0.0,0,Normal,
50,RL,3500,AllPub,Inside,1Fam,5,1945,1950,MetalSd,0.0,370.0,228,1,2,1,0,0.0,0,Normal,
20,RL,5175,AllPub,Inside,1Fam,8,1958,2000,VinylSd,404.0,808.0,0,1,2,1,0,308.0,0,Normal,
20,RL,9600,AllPub,Inside,1Fam,6,1955,1955,HdBoard,0.0,1078.0,0,1,2,1,0,288.0,0,Normal,
90,RL,8668,AllPub,Corner,Duplex,5,1968,1968,MetalSd,0.0,1560.0,0,2,4,2,0,792.0,0,Normal,
85,RL,10050,AllPub,Inside,1Fam,6,1966,1966,HdBoard,0.0,793.0,0,2,3,1,1,432.0,0,Normal,
80,RL,9600,AllPub,Inside,1Fam,5,1961,1961,WdShing,0.0,1218.0,0,1,3,1,1,525.0,0,Normal,
20,RL,8760,AllPub,Inside,1Fam,7,1957,1999,VinylSd,0.0,936.0,0,1,2,1,0,315.0,0,Normal,
20,RL,6860,AllPub,Inside,1Fam,6,1956,1956,Wd Sdng,0.0,1008.0,0,1,3,1,0,308.0,0,Normal,
20,RL,8250,AllPub,Corner,1Fam,7,1963,1963,MetalSd,0.0,1053.0,0,1,3,1,0,692.0,0,Normal,
20,RL,9100,AllPub,Inside,1Fam,5,1960,1960,HdBoard,0.0,1144.0,0,1,3,1,1,336.0,0,Normal,
20,RL,9736,AllPub,Inside,1Fam,6,1957,1969,Wd Sdng,138.0,1331.0,0,1,4,1,3,464.0,0,Normal,
